source_iso3,target_iso3,year,export_value,import_value,log_value,above_threshold
AUS,LAO,1995,26662776.7,26019079.66,7.4259,FALSE
AUS,MYS,1995,3281501271.86,3995139883.46,9.5161,TRUE
AUS,MMR,1995,58231302.31,67725812.52,7.7652,FALSE
AUS,SGP,1995,231804575.38,254943827.75,8.3651,FALSE
AUS,THA,1995,1187500185.66,1425198886.02,9.0746,TRUE
AUS,VNM,1995,107224204.36,102357836.61,8.0303,FALSE
AUS,CHN,1995,156023822.67,172504380.88,8.1932,FALSE
AUS,USA,1995,21016281.43,18065366.88,7.3226,FALSE
AUS,KOR,1995,82736467.15,83194645.12,7.9177,FALSE
AUS,DEU,1995,188326857.76,216963587.25,8.2749,FALSE
AUS,IND,1995,2144596379.18,2130587210.04,9.3313,TRUE
AUS,FRA,1995,1601791248.15,1886305320.54,9.2046,TRUE
AUS,ZAF,1995,57617744.88,71419100.06,7.7606,FALSE
AUS,RUS,1995,3409375715.07,3886093484.18,9.5327,TRUE
AUS,TUR,1995,208844066.08,215362024.3,8.3198,FALSE
AUS,PAK,1995,15127140.81,16661877.37,7.1798,FALSE
AUS,EGY,1995,153635555.32,164724010.91,8.1865,FALSE
AUS,CHL,1995,14300113.91,16803266.07,7.1553,FALSE
AUS,ARG,1995,86035151.94,77578534.67,7.9347,FALSE
BRA,BRN,1995,148762593.3,144281155.19,8.1725,FALSE
BRA,KHM,1995,49944283.27,54080568.05,7.6985,FALSE
BRA,IDN,1995,785691416.69,923496135.96,8.8953,TRUE
BRA,LAO,1995,2330235057.36,2910019500.32,9.3674,TRUE
BRA,PHL,1995,119889652.23,125682138.47,8.0788,FALSE
BRA,VNM,1995,81035107.43,100978534.0,7.9087,FALSE
BRA,USA,1995,8333416.47,9988873.5,6.9208,FALSE
BRA,DEU,1995,22519305.42,27910221.21,7.3526,FALSE
BRA,HKG,1995,916063746.59,1051597375.57,8.9619,TRUE
BRA,FRA,1995,14716165.86,12764951.47,7.1678,FALSE
BRA,GBR,1995,15372281.18,18168595.08,7.1867,FALSE
BRA,ZAF,1995,3353320903.75,3127156073.78,9.5255,TRUE
BRA,RUS,1995,283651854.37,263541217.75,8.4528,FALSE
BRA,MEX,1995,1187421128.79,1098217322.61,9.0746,TRUE
BRA,CAN,1995,42826187.8,43902344.06,7.6317,FALSE
BRA,ITA,1995,7515725.26,8426008.14,6.876,FALSE
BRA,TUR,1995,1940673019.83,2187928245.34,9.288,TRUE
BRA,SAU,1995,152100362.52,154922845.23,8.1821,FALSE
BRA,ARE,1995,1529498544.0,1655112238.39,9.1845,TRUE
BRA,BGD,1995,398939793.57,401813914.15,8.6009,TRUE
BRA,PAK,1995,144057942.48,166445417.62,8.1585,FALSE
BRA,NGA,1995,511239238.94,619450403.38,8.7086,TRUE
BRA,EGY,1995,61358736.25,65395492.35,7.7879,FALSE
ZAF,BRN,1995,209357380.83,223257319.55,8.3209,FALSE
ZAF,LAO,1995,19110237.69,22235073.93,7.2813,FALSE
ZAF,MMR,1995,1144295189.32,988424300.93,9.0585,TRUE
ZAF,PHL,1995,95358206.98,95205853.05,7.9794,FALSE
ZAF,SGP,1995,561285726.32,681361439.75,8.7492,TRUE
ZAF,THA,1995,385424410.06,363043906.77,8.5859,TRUE
ZAF,VNM,1995,331424272.28,299447545.54,8.5204,FALSE
ZAF,CHN,1995,54801268.15,58992651.38,7.7388,FALSE
ZAF,USA,1995,12688690.8,14579444.92,7.1034,FALSE
ZAF,KOR,1995,24395201.84,23521540.95,7.3873,FALSE
ZAF,DEU,1995,27791600.13,24931801.69,7.4439,FALSE
ZAF,TWN,1995,1061506108.04,1314110176.59,9.0259,TRUE
ZAF,GBR,1995,352091958.05,333647559.34,8.5467,FALSE
ZAF,BRA,1995,2665711924.83,3194596933.81,9.4258,TRUE
ZAF,RUS,1995,20771211.05,22923514.3,7.3175,FALSE
ZAF,CAN,1995,60256262.29,61971069.76,7.78,FALSE
ZAF,ITA,1995,581567893.3,673242995.24,8.7646,TRUE
ZAF,ESP,1995,339470320.31,290508035.36,8.5308,FALSE
ZAF,SAU,1995,1490345265.7,1616047412.88,9.1733,TRUE
ZAF,BGD,1995,980469085.28,1096097466.3,8.9914,TRUE
ZAF,PAK,1995,1055765344.16,945129145.42,9.0236,TRUE
ZAF,EGY,1995,161286277.75,197250178.92,8.2076,FALSE
ZAF,CHL,1995,168950300.03,210065955.51,8.2278,FALSE
ZAF,ARG,1995,68782194.36,72096067.04,7.8375,FALSE
RUS,BRN,1995,108398060.04,108408452.15,8.035,FALSE
RUS,LAO,1995,35986049.65,35126759.01,7.5561,FALSE
RUS,MMR,1995,354651542.34,321068594.25,8.5498,FALSE
RUS,VNM,1995,6393177.17,5705786.44,6.8057,FALSE
RUS,CHN,1995,321315016.44,327598480.61,8.5069,FALSE
RUS,JPN,1995,15016759.59,18419539.94,7.1766,FALSE
RUS,FRA,1995,133210077.75,135148464.28,8.1245,FALSE
RUS,AUS,1995,827017995.38,1033596543.56,8.9175,TRUE
RUS,BRA,1995,144817225.94,178137442.95,8.1608,FALSE
RUS,MEX,1995,4916871.6,5496370.16,6.6917,FALSE
RUS,ITA,1995,2025757243.82,1789833257.63,9.3066,TRUE
RUS,ESP,1995,193083166.81,175106535.88,8.2857,FALSE
RUS,TUR,1995,17458336.34,15037459.4,7.242,FALSE
RUS,SAU,1995,76957520.03,85312261.88,7.8863,FALSE
RUS,ARE,1995,141255147.05,144671348.88,8.15,FALSE
RUS,EGY,1995,280204124.21,345844386.5,8.4475,FALSE
RUS,CHL,1995,9942573714.51,11371070858.92,9.9975,TRUE
MEX,KHM,1995,348881228.14,354109028.08,8.5427,FALSE
MEX,IDN,1995,34133204.94,33984912.09,7.5332,FALSE
MEX,MMR,1995,21060424268.53,24380540315.02,10.3235,TRUE
MEX,THA,1995,16541462.22,16345431.9,7.2186,FALSE
MEX,USA,1995,3964524878.61,4078689462.69,9.5982,TRUE
MEX,KOR,1995,2539643.62,3164577.91,6.4048,FALSE
MEX,DEU,1995,600037386.86,690184483.28,8.7782,TRUE
MEX,IND,1995,30624245.48,38192974.58,7.4861,FALSE
MEX,HKG,1995,212191559.49,208656345.85,8.3267,FALSE
MEX,TWN,1995,321977282.55,383913251.3,8.5078,FALSE
MEX,GBR,1995,594730670.02,624571667.06,8.7743,TRUE
MEX,AUS,1995,142986842.8,154673353.66,8.1553,FALSE
MEX,BRA,1995,263813143.51,313516973.51,8.4213,FALSE
MEX,ZAF,1995,44531858.86,54774217.48,7.6487,FALSE
MEX,NLD,1995,5610645.37,4890955.99,6.749,FALSE
MEX,ITA,1995,457667119.09,530033635.26,8.6605,TRUE
MEX,ESP,1995,79640916.75,92475354.64,7.9011,FALSE
MEX,TUR,1995,213784347.41,208040343.28,8.33,FALSE
MEX,SAU,1995,492883574.04,449366362.93,8.6927,TRUE
MEX,ARE,1995,759035724.24,884376785.6,8.8803,TRUE
MEX,BGD,1995,347509130.08,349196867.7,8.541,FALSE
CAN,BRN,1995,2183333649.64,2290481722.53,9.3391,TRUE
CAN,KHM,1995,175949920.32,206634551.08,8.2454,FALSE
CAN,IDN,1995,10752050.15,10564054.02,7.0315,FALSE
CAN,LAO,1995,66820296.56,61470919.7,7.8249,FALSE
CAN,MMR,1995,3672572906.99,3771942066.16,9.565,TRUE
CAN,SGP,1995,689361910.78,821299914.6,8.8384,TRUE
CAN,THA,1995,219786479.31,265052874.18,8.342,FALSE
CAN,CHN,1995,91881412.39,104399441.67,7.9632,FALSE
CAN,USA,1995,215070732.27,197485617.65,8.3326,FALSE
CAN,KOR,1995,50962697.78,48299938.17,7.7073,FALSE
CAN,DEU,1995,30986783.7,32580562.77,7.4912,FALSE
CAN,HKG,1995,851252589.54,1040292513.39,8.9301,TRUE
CAN,TWN,1995,490114395.7,424110880.13,8.6903,TRUE
CAN,BRA,1995,84135242.99,97395073.17,7.925,FALSE
CAN,ITA,1995,1336604506.08,1487376017.03,9.126,TRUE
CAN,ESP,1995,44443243.66,47655199.82,7.6478,FALSE
CAN,ARE,1995,253830877.1,223466463.76,8.4045,FALSE
CAN,NGA,1995,356403045.93,370743219.88,8.5519,FALSE
CAN,CHL,1995,119963462.01,130285740.59,8.079,FALSE
NLD,MYS,1995,119623830.55,137727719.2,8.0778,FALSE
NLD,VNM,1995,64761493.12,67627300.16,7.8113,FALSE
NLD,CHN,1995,114727221.32,121074578.43,8.0597,FALSE
NLD,FRA,1995,5418795.12,4801047.79,6.7339,FALSE
NLD,BRA,1995,2852218.94,3079861.35,6.4552,FALSE
NLD,ZAF,1995,423681325.35,440532950.2,8.627,TRUE
NLD,RUS,1995,472121836.16,517896212.36,8.6741,TRUE
NLD,MEX,1995,182619195.14,162796324.64,8.2615,FALSE
NLD,CAN,1995,7057325.56,7419446.75,6.8486,FALSE
NLD,TUR,1995,1623964312.72,1549467382.37,9.2106,TRUE
NLD,SAU,1995,180385892.03,164990987.85,8.2562,FALSE
NLD,ARE,1995,560448238.22,569897370.01,8.7485,TRUE
NLD,BGD,1995,283991070.03,305354618.31,8.4533,FALSE
NLD,PAK,1995,327106607.82,280516900.23,8.5147,FALSE
NLD,NGA,1995,1373534018.85,1533844328.08,9.1378,TRUE
NLD,EGY,1995,46021094.84,49971358.31,7.663,FALSE
NLD,CHL,1995,85845582.34,95602398.45,7.9337,FALSE
NLD,ARG,1995,3143224893.87,3158800386.54,9.4974,TRUE
ITA,MMR,1995,178356582.07,217161087.65,8.2513,FALSE
ITA,PHL,1995,76565085.2,86410033.64,7.884,FALSE
ITA,SGP,1995,245456083.74,259298738.97,8.39,FALSE
ITA,VNM,1995,5011047313.23,4421876523.67,9.6999,TRUE
ITA,CHN,1995,10946727989.43,12665550642.59,10.0393,TRUE
ITA,KOR,1995,6142195624.94,6566649910.29,9.7883,TRUE
ITA,IND,1995,1463362737.95,1784540756.67,9.1654,TRUE
ITA,TWN,1995,331370776.93,365338453.02,8.5203,FALSE
ITA,FRA,1995,1280353952.4,1561669116.85,9.1073,TRUE
ITA,GBR,1995,593273518.58,515227237.75,8.7733,TRUE
ITA,AUS,1995,12028610.83,11754393.66,7.0802,FALSE
ITA,ZAF,1995,26366805286.67,27113844227.2,10.4211,TRUE
ITA,MEX,1995,2699770721.3,2554521683.08,9.4313,TRUE
ITA,ESP,1995,423644966.28,472127649.19,8.627,TRUE
ITA,SAU,1995,60716398.83,72738604.62,7.7833,FALSE
ITA,NGA,1995,103583271.05,90355131.74,8.0153,FALSE
ITA,CHL,1995,139596896.71,148468900.25,8.1449,FALSE
ESP,KHM,1995,81660632.64,94412803.53,7.912,FALSE
ESP,IDN,1995,16967512.28,16494713.56,7.2296,FALSE
ESP,LAO,1995,310868819.14,338533594.56,8.4926,FALSE
ESP,PHL,1995,10549670.17,10867451.66,7.0232,FALSE
ESP,SGP,1995,458149359.37,465500237.67,8.661,TRUE
ESP,THA,1995,122055355.78,143652857.82,8.0866,FALSE
ESP,VNM,1995,10267190.78,11136904.11,7.0115,FALSE
ESP,USA,1995,751176727.23,938953723.28,8.8757,TRUE
ESP,KOR,1995,3002171643.78,3350461976.32,9.4774,TRUE
ESP,IND,1995,107501964.18,101832849.13,8.0314,FALSE
ESP,HKG,1995,135376842.94,120282746.01,8.1315,FALSE
ESP,TWN,1995,103563904.61,97692902.61,8.0152,FALSE
ESP,FRA,1995,5921793.06,7162047.96,6.7725,FALSE
ESP,GBR,1995,139922125.53,126602588.84,8.1459,FALSE
ESP,BRA,1995,114247111.05,110590693.4,8.0578,FALSE
ESP,ZAF,1995,210243835.23,192871129.42,8.3227,FALSE
ESP,RUS,1995,154142176.52,136250377.84,8.1879,FALSE
ESP,MEX,1995,108020971.81,119959949.9,8.0335,FALSE
ESP,ITA,1995,684725881.91,592981111.92,8.8355,TRUE
ESP,ARE,1995,14641265.36,14173103.08,7.1656,FALSE
ESP,BGD,1995,157287395.59,168731076.18,8.1967,FALSE
ESP,EGY,1995,968800099.97,980678277.06,8.9862,TRUE
ESP,ARG,1995,1012793481.93,1004863168.49,9.0055,TRUE
TUR,KHM,1995,35706292.12,38956884.06,7.5527,FALSE
TUR,IDN,1995,365684007.32,347175764.03,8.5631,TRUE
TUR,LAO,1995,1558198.65,1915871.73,6.1926,FALSE
TUR,MYS,1995,170695947.38,200460248.14,8.2322,FALSE
TUR,MMR,1995,119132554.51,140657529.65,8.076,FALSE
TUR,THA,1995,23052209513.35,21465271896.6,10.3627,TRUE
TUR,KOR,1995,10335785.05,8894278.88,7.0143,FALSE
TUR,DEU,1995,1027398729.45,995358852.25,9.0117,TRUE
TUR,IND,1995,142900734.63,178266282.92,8.155,FALSE
TUR,TWN,1995,190218693.21,232632118.37,8.2793,FALSE
TUR,FRA,1995,257294514.22,300285932.14,8.4104,FALSE
TUR,GBR,1995,21515208.21,25015318.53,7.3327,FALSE
TUR,AUS,1995,552719227.41,565123588.63,8.7425,TRUE
TUR,RUS,1995,440553264.7,530968137.41,8.644,TRUE
TUR,CAN,1995,129100890.91,120877854.84,8.1109,FALSE
TUR,NLD,1995,1641009442.92,1939645133.96,9.2151,TRUE
TUR,ESP,1995,13985536.4,13206253.21,7.1457,FALSE
TUR,BGD,1995,225441781.65,199519898.27,8.353,FALSE
TUR,NGA,1995,2588686634.93,2800088400.97,9.4131,TRUE
SAU,KHM,1995,554932658.0,653842608.59,8.7442,TRUE
SAU,MYS,1995,60094079.47,61087102.92,7.7788,FALSE
SAU,PHL,1995,29499240.53,28483194.94,7.4698,FALSE
SAU,VNM,1995,464229627.46,502485177.62,8.6667,TRUE
SAU,USA,1995,846275692.02,846400868.54,8.9275,TRUE
SAU,KOR,1995,10447378.32,10861188.07,7.019,FALSE
SAU,IND,1995,94371303.41,82760368.67,7.9748,FALSE
SAU,HKG,1995,2046438971.42,2283208969.38,9.311,TRUE
SAU,FRA,1995,184015834.28,229284095.89,8.2649,FALSE
SAU,GBR,1995,25000320.85,29724276.67,7.3979,FALSE
SAU,AUS,1995,130444404.39,120987015.81,8.1154,FALSE
SAU,MEX,1995,13394316.11,16476527.3,7.1269,FALSE
SAU,CAN,1995,36518844.19,36184432.37,7.5625,FALSE
SAU,ITA,1995,981781566.18,1029787840.54,8.992,TRUE
SAU,TUR,1995,15923884.7,14920267.74,7.202,FALSE
SAU,BGD,1995,213026025.65,187496967.72,8.3284,FALSE
SAU,NGA,1995,830860423.29,764149997.51,8.9195,TRUE
ARE,BRN,1995,203659846.52,239252399.86,8.3089,FALSE
ARE,KHM,1995,67758229.06,78318613.15,7.831,FALSE
ARE,LAO,1995,26301245.87,25572743.96,7.42,FALSE
ARE,MYS,1995,427391087.38,508328510.12,8.6308,TRUE
ARE,PHL,1995,293889229.64,300335227.1,8.4682,FALSE
ARE,SGP,1995,2882496.32,2459705.9,6.4598,FALSE
ARE,VNM,1995,804023492.8,967938206.78,8.9053,TRUE
ARE,CHN,1995,1613458259.95,1438295588.14,9.2078,TRUE
ARE,USA,1995,918457147.39,1124364740.1,8.9631,TRUE
ARE,IND,1995,522464959.55,631652031.12,8.7181,TRUE
ARE,TWN,1995,479248563.5,414346538.87,8.6806,TRUE
ARE,FRA,1995,227360661.52,263554330.63,8.3567,FALSE
ARE,GBR,1995,734594063.07,648376776.7,8.866,TRUE
ARE,AUS,1995,65218958.35,66018467.52,7.8144,FALSE
ARE,RUS,1995,116264130.78,131664163.59,8.0654,FALSE
ARE,MEX,1995,198485388.69,199117909.52,8.2977,FALSE
ARE,BGD,1995,380381861.73,454120746.92,8.5802,TRUE
ARE,PAK,1995,496480815.71,451947765.65,8.6959,TRUE
ARE,NGA,1995,26140416.41,32426935.71,7.4173,FALSE
ARE,EGY,1995,34101609.4,32571682.89,7.5328,FALSE
ARE,CHL,1995,1291838626.9,1173994157.77,9.1112,TRUE
ARE,ARG,1995,1420737613.15,1773442713.81,9.1525,TRUE
BGD,IDN,1995,4223090723.56,3908172854.07,9.6256,TRUE
BGD,MYS,1995,792398414.4,953027156.99,8.8989,TRUE
BGD,MMR,1995,63626362.68,55799770.18,7.8036,FALSE
BGD,VNM,1995,236931610.85,239110274.02,8.3746,FALSE
BGD,USA,1995,100353420.65,90659217.6,8.0015,FALSE
BGD,IND,1995,283735590.39,275682300.09,8.4529,FALSE
BGD,TWN,1995,1612914344.01,1478372048.95,9.2076,TRUE
BGD,RUS,1995,88680865.07,75966161.97,7.9478,FALSE
BGD,MEX,1995,150086222.64,130080294.61,8.1763,FALSE
BGD,CAN,1995,463503019.76,503379536.6,8.6661,TRUE
BGD,NLD,1995,163177125.37,166364582.5,8.2127,FALSE
BGD,ESP,1995,3066466612.73,3415345745.69,9.4866,TRUE
BGD,TUR,1995,28776853.94,27944791.71,7.459,FALSE
BGD,ARE,1995,66670362.6,62953937.58,7.8239,FALSE
BGD,NGA,1995,119389949.87,134368158.02,8.077,FALSE
BGD,CHL,1995,310713380.44,306214254.21,8.4924,FALSE
BGD,ARG,1995,9567029.27,9172439.72,6.9808,FALSE
PAK,KHM,1995,749678104.65,703091997.45,8.8749,TRUE
PAK,IDN,1995,238084119.78,269721831.14,8.3767,FALSE
PAK,LAO,1995,66444406.0,76155504.67,7.8225,FALSE
PAK,SGP,1995,114655981.32,98278258.44,8.0594,FALSE
PAK,VNM,1995,388028420.54,407532641.73,8.5889,TRUE
PAK,CHN,1995,1068560039.59,926646323.47,9.0288,TRUE
PAK,KOR,1995,234799017.14,232516856.19,8.3707,FALSE
PAK,DEU,1995,259013390.33,261214282.49,8.4133,FALSE
PAK,HKG,1995,143980669.2,148390134.43,8.1583,FALSE
PAK,GBR,1995,248787719.34,289596523.35,8.3958,FALSE
PAK,AUS,1995,230269861.19,207152123.77,8.3622,FALSE
PAK,ZAF,1995,22501108.41,27355180.67,7.3522,FALSE
PAK,CAN,1995,563273402.51,631497134.61,8.7507,TRUE
PAK,ITA,1995,237145374.01,248859100.45,8.375,FALSE
PAK,TUR,1995,8689808146.14,9131045289.49,9.939,TRUE
PAK,NGA,1995,316217652.78,298107791.21,8.5,FALSE
PAK,CHL,1995,165735783.35,198529433.8,8.2194,FALSE
NGA,LAO,1995,85904479.56,96438867.92,7.934,FALSE
NGA,MYS,1995,2029787259.78,1763191719.71,9.3075,TRUE
NGA,SGP,1995,134731750.68,133318461.52,8.1295,FALSE
NGA,THA,1995,1345067613.69,1615720949.8,9.1287,TRUE
NGA,CHN,1995,233405999.57,269499331.34,8.3681,FALSE
NGA,USA,1995,127056352.13,158340225.39,8.104,FALSE
NGA,DEU,1995,669865600.08,620597249.16,8.826,TRUE
NGA,TWN,1995,562228193.49,698348971.76,8.7499,TRUE
NGA,FRA,1995,5966429.55,7217802.85,6.7757,FALSE
NGA,BRA,1995,152651713.02,159629386.92,8.1837,FALSE
NGA,MEX,1995,71205303.66,68958383.3,7.8525,FALSE
NGA,NLD,1995,60216331.09,75235168.3,7.7797,FALSE
NGA,ITA,1995,2820423406.59,3322472237.85,9.4503,TRUE
NGA,ESP,1995,30733100.68,34261802.74,7.4876,FALSE
NGA,BGD,1995,31068658.83,35663663.13,7.4923,FALSE
NGA,EGY,1995,515145946.61,635278679.3,8.7119,TRUE
EGY,BRN,1995,2013944711.13,2083629610.36,9.304,TRUE
EGY,KHM,1995,27721924841.03,25303574211.4,10.4428,TRUE
EGY,MYS,1995,835846019.3,1043815655.63,8.9221,TRUE
EGY,USA,1995,4677571557.34,4687986694.74,9.67,TRUE
EGY,JPN,1995,238129713.79,262145291.67,8.3768,FALSE
EGY,DEU,1995,237011938.09,288924436.44,8.3748,FALSE
EGY,IND,1995,62075133.34,54607421.41,7.7929,FALSE
EGY,TWN,1995,97386218.28,114196676.05,7.9885,FALSE
EGY,FRA,1995,2302197479.18,1980825813.04,9.3621,TRUE
EGY,ZAF,1995,2450413114.66,2448001459.4,9.3892,TRUE
EGY,RUS,1995,214153448.47,205961237.22,8.3307,FALSE
EGY,CAN,1995,89320418.74,101989325.63,7.951,FALSE
EGY,ITA,1995,587398515.96,617343915.28,8.7689,TRUE
EGY,TUR,1995,213551773.16,238208260.26,8.3295,FALSE
EGY,SAU,1995,209803108.5,250825183.47,8.3218,FALSE
EGY,ARE,1995,370156204.24,435621058.78,8.5684,TRUE
EGY,PAK,1995,17361900.04,14852088.8,7.2396,FALSE
EGY,NGA,1995,1374419141.41,1274845252.29,9.1381,TRUE
EGY,CHL,1995,155075004.94,188557723.1,8.1905,FALSE
CHL,BRN,1995,326299592.1,305730925.66,8.5136,FALSE
CHL,KHM,1995,1720308678.68,1812476278.3,9.2356,TRUE
CHL,IDN,1995,5995854.36,6999762.53,6.7779,FALSE
CHL,MYS,1995,176388315.83,216525566.27,8.2465,FALSE
CHL,MMR,1995,31116265.37,35639452.8,7.493,FALSE
CHL,VNM,1995,927748577.64,993659445.48,8.9674,TRUE
CHL,CHN,1995,4389556.11,4450518.17,6.6424,FALSE
CHL,USA,1995,609004320.65,637764839.88,8.7846,TRUE
CHL,IND,1995,1077026337.58,1217353778.17,9.0322,TRUE
CHL,HKG,1995,31201014.26,36142608.59,7.4942,FALSE
CHL,TWN,1995,53863200.36,52005176.87,7.7313,FALSE
CHL,FRA,1995,1133205054.65,1189437967.4,9.0543,TRUE
CHL,ZAF,1995,43053096.44,52701788.34,7.634,FALSE
CHL,RUS,1995,1462660586.55,1508738730.6,9.1651,TRUE
CHL,CAN,1995,28345349.58,26193743.5,7.4525,FALSE
CHL,ITA,1995,274203039.71,239628410.22,8.4381,FALSE
CHL,ESP,1995,128422205.95,135275560.41,8.1086,FALSE
CHL,TUR,1995,416274043.71,495941968.99,8.6194,TRUE
CHL,SAU,1995,119571531.65,103875875.42,8.0776,FALSE
CHL,ARE,1995,3989812.58,3509235.7,6.601,FALSE
CHL,PAK,1995,7487646887.98,8940471880.5,9.8743,TRUE
ARG,LAO,1995,2959215929.71,2620177218.46,9.4712,TRUE
ARG,USA,1995,211512709.18,251377554.83,8.3253,FALSE
ARG,KOR,1995,12459136.67,13883551.64,7.0955,FALSE
ARG,IND,1995,23290872.06,25998880.34,7.3672,FALSE
ARG,TWN,1995,69633089.84,71844279.75,7.8428,FALSE
ARG,FRA,1995,2178499770.22,1914145539.28,9.3382,TRUE
ARG,GBR,1995,181908161.25,222642988.36,8.2599,FALSE
ARG,AUS,1995,199318863.88,216521203.23,8.2995,FALSE
ARG,BRA,1995,61521526.32,68208060.25,7.789,FALSE
ARG,ZAF,1995,397933084.07,447652507.2,8.5998,TRUE
ARG,RUS,1995,81302135.24,97157805.3,7.9101,FALSE
ARG,MEX,1995,315762898.73,337791123.44,8.4994,FALSE
ARG,CAN,1995,2138453557.64,1944611285.07,9.3301,TRUE
ARG,NLD,1995,238785068.35,256737121.66,8.378,FALSE
ARG,SAU,1995,228360595.91,264484624.01,8.3586,FALSE
ARG,BGD,1995,184432624.43,199780408.92,8.2658,FALSE
ARG,PAK,1995,133402499.26,148182590.47,8.1252,FALSE
ARG,NGA,1995,82742057.31,81409947.73,7.9177,FALSE
ARG,EGY,1995,181363775.48,172571080.62,8.2586,FALSE
ARG,CHL,1995,325813164.75,351159350.17,8.513,FALSE
BRN,MYS,2005,14526109316.62,17957966158.43,10.1621,TRUE
BRN,THA,2005,268266939.64,243729185.63,8.4286,FALSE
BRN,VNM,2005,2026713095.12,2267181816.3,9.3068,TRUE
BRN,CHN,2005,518303887.46,605908198.06,8.7146,FALSE
BRN,USA,2005,412919827.53,512626178.25,8.6159,FALSE
BRN,KOR,2005,656266074.09,741724406.51,8.8171,TRUE
BRN,DEU,2005,110652119.92,137810610.7,8.044,FALSE
BRN,IND,2005,1380031500.77,1679978255.06,9.1399,TRUE
BRN,TWN,2005,574965118.42,669935271.18,8.7596,TRUE
BRN,FRA,2005,628302737.03,560832089.6,8.7982,TRUE
BRN,GBR,2005,91506528.02,99034211.31,7.9615,FALSE
BRN,RUS,2005,842834010.19,790875853.39,8.9257,TRUE
BRN,NLD,2005,4062608774.21,4083766428.82,9.6088,TRUE
BRN,TUR,2005,439289074.29,503150259.89,8.6428,FALSE
BRN,SAU,2005,427411482.97,421335718.25,8.6308,FALSE
BRN,ARE,2005,123124818.92,128641410.76,8.0903,FALSE
BRN,NGA,2005,28514634.25,33175878.97,7.4551,FALSE
BRN,EGY,2005,1015184946.83,1145565802.92,9.0065,TRUE
KHM,BRN,2005,32031503.79,33852693.29,7.5056,FALSE
KHM,IDN,2005,312575138.64,333947066.7,8.495,FALSE
KHM,MYS,2005,266360314.91,291833525.9,8.4255,FALSE
KHM,PHL,2005,11274100.24,12987566.29,7.0521,FALSE
KHM,VNM,2005,2498641241.12,3007058655.08,9.3977,TRUE
KHM,USA,2005,217658326.91,191440512.1,8.3378,FALSE
KHM,KOR,2005,1674168358.72,1649948791.78,9.2238,TRUE
KHM,DEU,2005,161109837.75,189011823.17,8.2071,FALSE
KHM,IND,2005,1234973921.64,1180787092.9,9.0917,TRUE
KHM,GBR,2005,8692203.53,9771320.05,6.9391,FALSE
KHM,ZAF,2005,253244588.23,273666875.89,8.4035,FALSE
KHM,MEX,2005,89113526.9,102809279.54,7.9499,FALSE
KHM,ESP,2005,560549588.33,488252242.77,8.7486,TRUE
KHM,BGD,2005,13703152.64,16925257.82,7.1368,FALSE
KHM,PAK,2005,259231913.95,257878208.98,8.4137,FALSE
IDN,BRN,2005,393787093.9,484018308.94,8.5953,FALSE
IDN,KHM,2005,72094079.08,62321952.55,7.8579,FALSE
IDN,LAO,2005,354048843.12,409723762.33,8.5491,FALSE
IDN,MYS,2005,575994419.78,490900080.05,8.7604,TRUE
IDN,PHL,2005,820490209.35,743422481.32,8.9141,TRUE
IDN,SGP,2005,3793204725.72,4509338913.15,9.579,TRUE
IDN,CHN,2005,3144441867.61,3490236096.64,9.4975,TRUE
IDN,JPN,2005,117786288.17,101397283.85,8.0711,FALSE
IDN,DEU,2005,403607678.93,498912009.61,8.606,FALSE
IDN,IND,2005,261778380.84,306522782.03,8.4179,FALSE
IDN,HKG,2005,3003635086.76,3330497204.57,9.4776,TRUE
IDN,FRA,2005,1166104607.52,1146724421.32,9.0667,TRUE
IDN,BRA,2005,238747100.17,234666405.36,8.3779,FALSE
IDN,RUS,2005,1365764658.47,1674538561.28,9.1354,TRUE
IDN,CAN,2005,196131190.94,207425802.09,8.2925,FALSE
IDN,ESP,2005,767042304.34,757309155.83,8.8848,TRUE
IDN,SAU,2005,4085056028.27,3941438814.83,9.6112,TRUE
IDN,PAK,2005,131477975.6,137222156.01,8.1189,FALSE
IDN,EGY,2005,376000240.18,385611676.19,8.5752,FALSE
LAO,KHM,2005,71613793.51,80044206.09,7.855,FALSE
LAO,IDN,2005,209253146.78,241306615.66,8.3207,FALSE
LAO,MYS,2005,1192302081.47,1488171887.93,9.0764,TRUE
LAO,PHL,2005,1296196502.93,1293540875.36,9.1127,TRUE
LAO,VNM,2005,2093240096.43,2165281525.86,9.3208,TRUE
LAO,CHN,2005,175675727.44,209868706.16,8.2447,FALSE
LAO,USA,2005,1852160645.87,1768390987.43,9.2677,TRUE
LAO,KOR,2005,209270259.04,181569095.92,8.3207,FALSE
LAO,DEU,2005,19914221.7,17073074.94,7.2992,FALSE
LAO,HKG,2005,1095830596.79,1307711192.42,9.0397,TRUE
LAO,TWN,2005,460175002.63,539554933.62,8.6629,FALSE
LAO,CAN,2005,13370686475.87,12788349817.54,10.1262,TRUE
LAO,NLD,2005,422036138.53,393804364.32,8.6253,FALSE
LAO,ESP,2005,554947465.55,605910491.53,8.7443,TRUE
LAO,TUR,2005,326371136.12,405032493.47,8.5137,FALSE
LAO,BGD,2005,15957174.71,16214658.29,7.203,FALSE
LAO,NGA,2005,498265839.46,463426592.1,8.6975,FALSE
LAO,EGY,2005,1853307381.93,1838339748.88,9.2679,TRUE
